date      , match_type, pitch_type   , ground                                                                       , your_team   , opposition_team, bowler_name         , bowler_type       , wickets, runs , economy, overs, start_time, match_period, weather_time    , temperature_2m, relative_humidity_2m, dew_point_2m, pressure_msl, cloud_cover, wind_speed_10m, wind_direction_10m, wind_gusts_10m, precipitation
2022-11-13, T20       , Slow         , Melbourne                                                                    , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     2.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2022-11-13T19:00, 18.1          ,                 89.0, 16.2        ,        997.3,       100.0,           16.4,              341.0,           35.6,           1.5
2023-10-26, T20       , Flat         , Bengaluru                                                                    , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     0.0,  39.0,    9.75,   4.0, 19:00     , night       , 2023-10-26T19:00, 25.2          ,                 38.0, 10.1        ,       1013.3,        31.0,           11.2,               88.0,           18.0,           0.0
2023-11-11, ODI       , Flat         , Kolkata                                                                      , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     2.0,  55.0,    5.5 ,  10.0, 14:30     , day         , 2023-11-11T14:00, 30.2          ,                 48.0, 18.0        ,       1012.8,        95.0,           10.4,              346.0,           22.0,           0.0
2024-05-25, T20       , Flat         , Birmingham                                                                   , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     2.0,  27.0,    6.75,   4.0, 19:00     , night       , 2024-05-25T19:00, 13.8          ,                 83.0, 10.9        ,       1013.7,       100.0,           14.0,               91.0,           32.4,           0.0
2024-05-30, T20       , Flat         , London                                                                       , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     0.0,  27.0,    6.75,   4.0, 19:00     , night       , 2024-05-30T19:00, 13.9          ,                 81.0, 10.6        ,       1013.4,       100.0,           18.7,              337.0,           31.3,           0.4
2024-06-27, T20       , Slow         , Guyana                                                                       , England     , India          , Adil Rashid         , RightArmLegBreak  ,     1.0,  25.0,    6.25,   4.0, 10:30     , day         , 2024-06-27T10:00, 28.7          ,                 72.0, 23.1        ,       1014.1,        26.0,            4.3,               42.0,           16.9,           0.0
2025-01-15, T20       , Slow         , Dambulla                                                                     , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     2.0,  22.0,    5.5 ,   4.0, 19:00     , night       , 2025-01-15T19:00, 23.1          ,                 95.0, 22.2        ,       1013.3,       100.0,           15.9,               68.0,           27.0,           0.3
2025-01-18, T20       , Slow         , Kandy                                                                        , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     3.0,  18.0,    4.5 ,   4.0, 19:00     , night       , 2025-01-18T19:00, 22.1          ,                 94.0, 21.2        ,       1010.2,       100.0,            4.6,              149.0,           17.6,           0.5
2025-01-21, T20       , Dry          , Colombo                                                                      , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     1.0,  28.0,    7.0 ,   4.0, 19:00     , night       , 2025-01-21T19:00, 25.3          ,                 84.0, 22.3        ,       1008.4,       100.0,           16.0,              359.0,           33.5,           0.0
2025-01-25, ODI       , Slow         , Colombo                                                                      , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     2.0,  48.0,    4.8 ,  10.0, 14:30     , day         , 2025-01-25T14:00, 29.3          ,                 70.0, 23.2        ,       1007.3,       100.0,            7.6,              326.0,           24.5,           0.1
2025-01-25, T20       , Dry          , Chennai                                                                      , England     , India          , Adil Rashid         , RightArmLegBreak  ,     1.0,  28.0,    7.0 ,   4.0, 19:00     , night       , 2025-01-25T19:00, 24.7          ,                 77.0, 20.3        ,       1011.9,         5.0,            9.3,               24.0,           19.4,           0.0
2025-01-28, ODI       , Slow         , Colombo                                                                      , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     3.0,  41.0,    4.1 ,  10.0, 14:30     , day         , 2025-01-28T14:00, 26.4          ,                 75.0, 21.6        ,       1009.2,       100.0,            7.3,              239.0,           23.0,           0.0
2025-01-28, T20       , Slow         , Kolkata                                                                      , England     , India          , Adil Rashid         , RightArmLegBreak  ,     1.0,  24.0,    6.0 ,   4.0, 19:00     , night       , 2025-01-28T19:00, 23.0          ,                 60.0, 14.9        ,       1013.4,         9.0,            5.5,              207.0,           11.9,           0.0
2025-01-31, ODI       , Slow         , Kandy                                                                        , England     , Sri Lanka      , Adil Rashid         , RightArmLegBreak  ,     1.0,  39.0,    3.9 ,  10.0, 14:30     , day         , 2025-01-31T14:00, 27.9          ,                 66.0, 20.9        ,       1008.4,        49.0,           16.7,               92.0,           42.5,           0.1
2025-02-01, T20       , Flat         , Mumbai                                                                       , England     , India          , Adil Rashid         , RightArmLegBreak  ,     1.0,  34.0,    8.5 ,   4.0, 19:00     , night       , 2025-02-01T19:00, 24.0          ,                 63.0, 16.6        ,       1011.6,         1.0,           12.5,              337.0,           29.2,           0.0
2025-02-06, ODI       , Dry          , Delhi                                                                        , England     , India          , Adil Rashid         , RightArmLegBreak  ,     2.0,  49.0,    4.9 ,  10.0, 14:30     , day         , 2025-02-06T14:00, 21.7          ,                 26.0, 1.5         ,       1015.8,         0.0,           16.0,              314.0,           41.4,           0.0
2025-02-09, ODI       , Slow         , Hyderabad                                                                    , England     , India          , Adil Rashid         , RightArmLegBreak  ,     1.0,  78.0,    7.8 ,  10.0, 14:30     , day         , 2025-02-09T14:00, 31.5          ,                 28.0, 10.9        ,       1010.9,         0.0,            9.6,               84.0,           29.5,           0.0
2025-02-12, ODI       , Flat         , Ahmedabad                                                                    , England     , India          , Adil Rashid         , RightArmLegBreak  ,     4.0,  64.0,    6.4 ,  10.0, 14:30     , day         , 2025-02-12T14:00, 31.5          ,                 23.0, 7.8         ,       1013.8,         0.0,            7.5,              352.0,           25.2,           0.0
2025-10-15, T20       , Dry          , Rawalpindi                                                                   , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     2.0,  24.0,    6.0 ,   4.0, 19:00     , night       , 2025-10-15T19:00, 22.6          ,                 69.0, 16.7        ,       1011.4,         0.0,            3.2,               16.0,            4.7,           0.0
2025-10-20, ODI       , Dry          , Multan                                                                       , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     3.0,  48.0,    4.8 ,  10.0, 14:30     , day         , 2025-10-20T14:00, 33.5          ,                 22.0, 8.5         ,       1010.0,        41.0,            6.7,               63.0,           21.6,           0.0
2025-10-24, ODI       , Dry          , Rawalpindi                                                                   , England     , Pakistan       , Adil Rashid         , RightArmLegBreak  ,     1.0,  41.0,    4.1 ,  10.0, 14:30     , day         , 2025-10-24T14:00, 28.8          ,                 32.0, 10.7        ,       1012.3,         0.0,            3.8,              245.0,           13.7,           0.0
